Custom field (Hospital Name),Custom field (1a. How many Fee For Service (FFS) Medicare patients were discharged from acute hospital care at home in the last calendar month?),Custom field (1b. How many non-managed care Medicaid patients were discharged from acute hospital care at home in the last calendar month?),Custom field (1c. How many discharges involved patients who had both FFS Medicare and FFS Medicaid (Dual-Eligibles)?),"Custom field (2a. Excluding patients on hospice and those not on hospice but whose death was expected by the care team and the patient and their family/caregivers, how many FFS Medicare patients died during their hospitalization in the past calendar month?)","Custom field (2b. Excluding patients on hospice and those not on hospice but whose death was expected by the care team and the patient and their family/caregivers, how many non-managed care Medicaid patients died during their hospitalization in the past calendar mo...)",Custom field (2c. How many patients died during their hospitalization in the past calendar month who had both FFS Medicare and FFS Medicaid (Dual-Eligibles)?),Custom field (3a. How many FFS Medicare patients required transfer back and admission to the traditional inpatient hospital setting from their acute hospital care at home in the past calendar month?),Custom field (3b. How many non-managed care Medicaid patients required transfer back and admission to the traditional inpatient hospital setting from their acute hospital care at home in the past calendar month?),Custom field (3c. How many patient discharges involved a transfer to the traditional inpatient hospital setting from their acute hospital care at home in the past calendar month and had coverage by both FFS Medicare and FFS Medicaid (Dual-Eligibles)?),Custom field (4. Has your acute hospital care at home safety committee reviewed the metrics being reported in this monthly report?),Custom field (CCN),Issue Type,Custom field (Measure From Date),Custom field (Measure To Date),Priority,Reporter,Summary,Created,Status
Indiana University Health Methodist Hospital,0,0,0,0,0,0,0,0,0,No,150056,AHCAH Measure - Tier 1,Jul/01/2021 12:00 AM,Jul/31/2021 12:00 AM,Medium,ess_service_account,Indiana University Health Methodist Hospital: Measures for 2021-07-01 - 2021-07-31,Aug/02/2021 8:08 AM,Measures Submitted
Mercy Hospital St. Louis,0,0,0,0,0,0,0,0,0,No,260020,AHCAH Measure - Tier 1,Jul/01/2021 12:00 AM,Jul/31/2021 12:00 AM,Medium,ess_service_account,Mercy Hospital St. Louis: Measures for 2021-07-01 - 2021-07-31,Aug/01/2021 7:34 PM,Measures Submitted
Vanderbilt University Medical Center,0,0,0,0,0,0,0,0,0,No,440039,AHCAH Measure - Tier 1,Jul/01/2021 12:00 AM,Jul/31/2021 12:00 AM,Medium,ess_service_account,Vanderbilt University Medical Center: Measures for 2021-07-01 - 2021-07-31,Aug/01/2021 5:43 PM,Measures Submitted
Scripps Memorial Hospital Encinitas,0,0,0,0,0,0,0,0,0,No,50503,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Scripps Memorial Hospital Encinitas: Measures for 2021-06-01 - 2021-06-30,Jul/12/2021 7:07 PM,Measures Submitted
Sentara Norfolk General Hospital,0,0,0,0,0,0,0,0,0,No,490007,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Sentara Norfolk General Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/08/2021 3:11 PM,Measures Submitted
Adventist Health Ukiah Valley,0,0,0,0,0,0,0,0,0,No,50301,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Adventist Health Ukiah Valley: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 8:02 PM,Measures Submitted
San Joaquin Community Hospital dba Adventist Health Bakersfield,4,4,1,0,0,0,0,0,0,Yes,50455,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,San Joaquin Community Hospital dba Adventist Health Bakersfield: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 8:01 PM,Measures Submitted
Hanford Community Hospital dba Adventist Health Hanford,3,1,0,0,0,0,1,0,0,Yes,50121,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,High,ess_service_account,Hanford Community Hospital dba Adventist Health Hanford: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 7:58 PM,Measures Submitted
UnityPoint Health System,1,0,0,0,0,0,0,0,0,Yes,160082,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,UnityPoint Health System: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 3:19 PM,Measures Submitted
University of Utah Health and Huntsman Cancer Institute,0,0,0,0,0,0,0,0,0,No,460009,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,University of Utah Health and Huntsman Cancer Institute: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 2:50 PM,Measures Submitted
WakeMed Health and Hospitals- Raleigh,1,3,0,0,0,0,0,0,0,Yes,340069,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,WakeMed Health and Hospitals- Raleigh: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 2:23 PM,Measures Submitted
United Health Services Hospitals,0,0,0,0,0,0,0,0,0,No,330394,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,United Health Services Hospitals: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 1:56 PM,Measures Submitted
Mount Sinai Morningside Hospital,0,0,0,0,0,0,0,0,0,No,330046,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Mount Sinai Morningside Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 10:10 AM,Measures Submitted
Mount Sinai Beth Israel Hospital,0,0,0,0,0,0,0,0,0,No,330169,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Mount Sinai Beth Israel Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 10:09 AM,Measures Submitted
Mount Sinai Hospital,7,0,0,0,0,0,2,0,0,Yes,330024,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,High,ess_service_account,Mount Sinai Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 10:07 AM,Measures Submitted
Kaiser Sunnyside Medical Center,0,0,0,0,0,0,0,0,0,Yes,380091,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Kaiser Sunnyside Medical Center: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 9:51 AM,Measures Submitted
Kaiser Foundation Hospital - Westside,0,0,0,0,0,0,0,0,0,Yes,380103,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Kaiser Foundation Hospital - Westside: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 9:51 AM,Measures Submitted
Mercy Hospital St. Louis,0,0,0,0,0,0,0,0,0,No,260020,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Mercy Hospital St. Louis: Measures for 2021-06-01 - 2021-06-30,Jul/07/2021 9:09 AM,Measures Submitted
Brigham and Women's Hospital,11,7,2,0,0,0,0,0,0,Yes,220110,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Brigham and Women's Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 5:23 PM,Measures Submitted
Greenville Memorial Hospital,6,0,0,0,0,0,0,0,0,Yes,420078,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Greenville Memorial Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 1:23 PM,Measures Submitted
Atrium Health University,2,2,1,0,0,0,0,0,0,Yes,340166,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Atrium Health University: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 1:07 PM,Measures Submitted
Atrium Health Union,2,2,0,0,0,0,0,0,0,Yes,340130,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Atrium Health Union: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 12:55 PM,Measures Submitted
Atrium Health Pineville,1,0,0,0,0,0,0,0,0,Yes,340098,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Atrium Health Pineville: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 12:52 PM,Measures Submitted
Carolinas Medical Center,4,20,1,0,0,0,1,2,1,Yes,340113,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Carolinas Medical Center: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 12:48 PM,Measures Submitted
WakeMed Health and Hospitals- Cary,0,0,0,0,0,0,0,0,0,No,340173,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,WakeMed Health and Hospitals- Cary: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 12:47 PM,Measures Submitted
Atrium Health Cabarrus,2,4,2,0,0,0,0,0,0,Yes,340001,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Atrium Health Cabarrus: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 12:42 PM,Measures Submitted
Geisinger Lewistown Hospital,0,0,0,0,0,0,0,0,0,No,390048,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Geisinger Lewistown Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 12:08 PM,Measures Submitted
Geisinger-Community Medical Center,0,0,0,0,0,0,0,0,0,No,390001,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Geisinger-Community Medical Center: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 12:08 PM,Measures Submitted
Geisinger Wyoming Valley Medical Center,0,0,0,0,0,0,0,0,0,No,390270,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Geisinger Wyoming Valley Medical Center: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 12:07 PM,Measures Submitted
Geisinger Medical Center,0,0,0,0,0,0,0,0,0,No,390006,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Geisinger Medical Center: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 12:06 PM,Measures Submitted
Mayo Clinic Health System-Northwest Wisconsin Region,12,1,1,0,0,0,1,0,0,Yes,520070,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Mayo Clinic Health System-Northwest Wisconsin Region: Measures for 2021-06-01 - 2021-06-30,Jul/06/2021 10:06 AM,Measures Submitted
Mayo Clinic Florida,21,0,0,0,0,0,0,0,0,Yes,100151,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Mayo Clinic Florida: Measures for 2021-06-01 - 2021-06-30,Jul/02/2021 7:43 AM,Measures Submitted
UC San Diego Health,0,0,0,0,0,0,0,0,0,No,50025,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,UC San Diego Health: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 7:27 PM,Measures Submitted
Saint Thomas West Hospital,2,0,0,0,0,0,0,0,0,Yes,440082,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Saint Thomas West Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 4:52 PM,Measures Submitted
Presbyterian Hospital/Presbyterian Healthcare Services,0,0,0,0,0,0,0,0,0,No,320021,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Presbyterian Hospital/Presbyterian Healthcare Services: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 4:36 PM,Measures Submitted
Marshfield Medical Center-Marshfield,1,0,0,0,0,0,0,0,0,Yes,520037,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Marshfield Medical Center-Marshfield: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 4:32 PM,Measures Submitted
Massachusetts General Hospital,12,6,6,0,0,0,1,1,1,Yes,220071,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Massachusetts General Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 12:17 PM,Measures Submitted
OSF Saint Francis Medical Center,0,0,0,0,0,0,0,0,0,No,140067,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,OSF Saint Francis Medical Center: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 11:30 AM,Measures Submitted
Vanderbilt University Medical Center,0,0,0,0,0,0,0,0,0,No,440039,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Vanderbilt University Medical Center: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 10:34 AM,Measures Submitted
Abbott Northwestern Hospital,0,0,0,0,0,0,0,0,0,No,240057,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Abbott Northwestern Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 10:17 AM,Measures Submitted
St. Francis Regional Medical Center,0,0,0,0,0,0,0,0,0,No,240104,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,St. Francis Regional Medical Center: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 10:16 AM,Measures Submitted
Mercy Hospital,0,0,0,0,0,0,0,0,0,No,240115,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Mercy Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 10:15 AM,Measures Submitted
United Hospital,0,0,0,0,0,0,0,0,0,No,240038,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,United Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 10:14 AM,Measures Submitted
Regions Hospital,0,0,0,0,0,0,0,0,0,No,240106,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Regions Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 9:20 AM,Measures Submitted
Indiana University Health Methodist Hospital,0,0,0,0,0,0,0,0,0,No,150056,AHCAH Measure - Tier 1,Jun/01/2021 12:00 AM,Jun/30/2021 12:00 AM,Medium,ess_service_account,Indiana University Health Methodist Hospital: Measures for 2021-06-01 - 2021-06-30,Jul/01/2021 8:03 AM,Measures Submitted
Mercy Hospital St. Louis,0,0,0,0,0,0,0,0,0,No,260020,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Mercy Hospital St. Louis: Measures for 2021-05-01 - 2021-05-31,Jun/08/2021 10:49 AM,Measures Submitted
OSF Saint Francis Medical Center,0,0,0,0,0,0,0,0,0,No,140067,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,OSF Saint Francis Medical Center: Measures for 2021-05-01 - 2021-05-31,Jun/07/2021 4:47 PM,Measures Submitted
Regions Hospital,0,0,0,0,0,0,0,0,0,No,240106,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Regions Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/07/2021 3:23 PM,Measures Submitted
UnityPoint Health System,2,0,0,0,0,0,0,0,0,Yes,160082,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,UnityPoint Health System: Measures for 2021-05-01 - 2021-05-31,Jun/07/2021 2:54 PM,Measures Submitted
Kaiser Foundation Hospital - Westside,0,0,0,0,0,0,0,0,0,Yes,380103,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Kaiser Foundation Hospital - Westside: Measures for 2021-05-01 - 2021-05-31,Jun/07/2021 11:41 AM,Measures Submitted
Kaiser Sunnyside Medical Center,0,0,0,0,0,0,0,0,0,Yes,380091,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Kaiser Sunnyside Medical Center: Measures for 2021-05-01 - 2021-05-31,Jun/07/2021 11:40 AM,Measures Submitted
Presbyterian Hospital/Presbyterian Healthcare Services,0,0,0,0,0,0,0,0,0,No,320021,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Presbyterian Hospital/Presbyterian Healthcare Services: Measures for 2021-05-01 - 2021-05-31,Jun/07/2021 10:54 AM,Measures Submitted
Brigham and Women's Hospital,21,11,4,0,0,0,0,0,0,Yes,220110,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Brigham and Women's Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/06/2021 8:31 PM,Measures Submitted
WakeMed Health and Hospitals- Cary,0,0,0,0,0,0,0,0,0,No,340173,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,WakeMed Health and Hospitals- Cary: Measures for 2021-05-01 - 2021-05-31,Jun/04/2021 4:10 PM,Measures Submitted
WakeMed Health and Hospitals- Raleigh,0,0,0,0,0,0,0,0,0,No,340069,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,WakeMed Health and Hospitals- Raleigh: Measures for 2021-05-01 - 2021-05-31,Jun/04/2021 4:09 PM,Measures Submitted
Atrium Health University,2,4,0,0,0,0,0,0,0,Yes,340166,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Atrium Health University: Measures for 2021-05-01 - 2021-05-31,Jun/04/2021 2:33 PM,Measures Submitted
Atrium Health Union,4,4,2,0,0,0,0,1,0,Yes,340130,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,High,ess_service_account,Atrium Health Union: Measures for 2021-05-01 - 2021-05-31,Jun/04/2021 2:31 PM,Measures Submitted
Atrium Health Pineville,3,2,0,0,0,0,0,0,0,Yes,340098,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Atrium Health Pineville: Measures for 2021-05-01 - 2021-05-31,Jun/04/2021 2:28 PM,Measures Submitted
Carolinas Medical Center,8,10,0,0,0,0,0,0,0,Yes,340113,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Carolinas Medical Center: Measures for 2021-05-01 - 2021-05-31,Jun/04/2021 2:25 PM,Measures Submitted
Atrium Health Cabarrus,8,3,1,0,0,0,1,0,0,Yes,340001,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Atrium Health Cabarrus: Measures for 2021-05-01 - 2021-05-31,Jun/04/2021 2:18 PM,Measures Submitted
UC San Diego Health,0,0,0,0,0,0,0,0,0,No,50025,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,UC San Diego Health: Measures for 2021-05-01 - 2021-05-31,Jun/04/2021 1:19 PM,Measures Submitted
Mayo Clinic Health System-Northwest Wisconsin Region,14,1,1,0,0,0,1,0,0,Yes,520070,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Mayo Clinic Health System-Northwest Wisconsin Region: Measures for 2021-05-01 - 2021-05-31,Jun/03/2021 10:44 AM,Measures Submitted
Abbott Northwestern Hospital,0,0,0,0,0,0,0,0,0,No,240057,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Abbott Northwestern Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/03/2021 12:41 AM,Measures Submitted
Abbott Northwestern Hospital,0,0,0,0,0,0,0,0,0,No,240057,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Abbott Northwestern Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/03/2021 12:39 AM,Measures Submitted
St. Francis Regional Medical Center,0,0,0,0,0,0,0,0,0,No,240104,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,St. Francis Regional Medical Center: Measures for 2021-05-01 - 2021-05-31,Jun/03/2021 12:39 AM,Measures Submitted
Mercy Hospital,0,0,0,0,0,0,0,0,0,No,240115,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Mercy Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/03/2021 12:38 AM,Measures Submitted
United Hospital,0,0,0,0,0,0,0,0,0,No,240038,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,United Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/03/2021 12:36 AM,Measures Submitted
Mayo Clinic Florida,17,1,1,0,0,0,2,0,0,Yes,100151,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Mayo Clinic Florida: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 5:03 PM,Measures Submitted
Marshfield Medical Center-Marshfield,0,0,0,0,0,0,0,0,0,No,520037,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Marshfield Medical Center-Marshfield: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 4:06 PM,Measures Submitted
Mount Sinai Morningside Hospital,0,0,0,0,0,0,0,0,0,No,330046,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Mount Sinai Morningside Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 2:28 PM,Measures Submitted
Mount Sinai Beth Israel Hospital,0,0,0,0,0,0,0,0,0,No,330169,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Mount Sinai Beth Israel Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 2:27 PM,Measures Submitted
Mount Sinai Hospital,8,0,0,0,0,0,1,0,0,Yes,330024,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Mount Sinai Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 2:25 PM,Measures Submitted
San Joaquin Community Hospital dba Adventist Health Bakersfield,0,4,0,0,0,0,0,0,0,Yes,50455,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,San Joaquin Community Hospital dba Adventist Health Bakersfield: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 1:32 PM,Measures Submitted
Hanford Community Hospital dba Adventist Health Hanford,3,6,1,0,0,0,0,0,0,Yes,50121,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Hanford Community Hospital dba Adventist Health Hanford: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 1:30 PM,Measures Submitted
Adventist Health Ukiah Valley,0,0,0,0,0,0,0,0,0,No,50301,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Adventist Health Ukiah Valley: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 1:27 PM,Measures Submitted
Massachusetts General Hospital,7,4,3,0,0,0,0,0,0,Yes,220071,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Massachusetts General Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 1:09 PM,Measures Submitted
Greenville Memorial Hospital,10,0,0,0,0,0,0,0,0,Yes,420078,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Greenville Memorial Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 10:49 AM,Measures Submitted
Vanderbilt University Medical Center,0,0,0,0,0,0,0,0,0,No,440039,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Vanderbilt University Medical Center: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 10:32 AM,Measures Submitted
Saint Thomas West Hospital,5,0,0,0,0,0,0,0,0,Yes,440082,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Saint Thomas West Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/02/2021 10:02 AM,Measures Submitted
University of Utah Health and Huntsman Cancer Institute,0,0,0,0,0,0,0,0,0,No,460009,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,University of Utah Health and Huntsman Cancer Institute: Measures for 2021-05-01 - 2021-05-31,Jun/01/2021 12:20 PM,Measures Submitted
United Health Services Hospitals,0,0,0,0,0,0,0,0,0,No,330394,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,United Health Services Hospitals: Measures for 2021-05-01 - 2021-05-31,Jun/01/2021 9:53 AM,Measures Submitted
Sentara Norfolk General Hospital,0,0,0,0,0,0,0,0,0,No,490007,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Sentara Norfolk General Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/01/2021 9:36 AM,Measures Submitted
Geisinger Lewistown Hospital,0,0,0,0,0,0,0,0,0,No,390048,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Geisinger Lewistown Hospital: Measures for 2021-05-01 - 2021-05-31,Jun/01/2021 9:20 AM,Measures Submitted
Geisinger-Community Medical Center,0,0,0,0,0,0,0,0,0,No,390001,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Geisinger-Community Medical Center: Measures for 2021-05-01 - 2021-05-31,Jun/01/2021 9:20 AM,Measures Submitted
Geisinger Wyoming Valley Medical Center,0,0,0,0,0,0,0,0,0,No,390270,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Geisinger Wyoming Valley Medical Center: Measures for 2021-05-01 - 2021-05-31,Jun/01/2021 9:19 AM,Measures Submitted
Geisinger Medical Center,0,0,0,0,0,0,0,0,0,No,390006,AHCAH Measure - Tier 1,May/01/2021 12:00 AM,May/31/2021 12:00 AM,Medium,ess_service_account,Geisinger Medical Center: Measures for 2021-05-01 - 2021-05-31,Jun/01/2021 9:18 AM,Measures Submitted
